0,1,2,3,4,5,6,7,8
盘1,盘2,盘3,盘4,盘5,盘6,片1,片2,片3
67.66,61.251,59.999,59.389,54.598,54.201,71.149,76.872,84.274
67.598,61.159,59.969,59.297,54.567,54.14,71.149,76.872,84.274
67.69,61.281,60.06,59.328,54.567,54.231,71.149,76.872,84.274
67.751,61.251,60.06,59.328,54.628,54.262,71.149,76.872,84.274
67.598,61.22,59.969,59.328,54.628,54.262,71.149,76.872,84.274
67.721,61.251,60.03,59.328,54.537,54.201,71.149,76.872,84.274
67.721,61.281,60.03,59.328,54.598,54.201,71.149,76.872,84.274
67.598,61.159,59.969,59.267,54.567,54.201,71.149,76.872,84.274
67.66,61.19,59.999,59.267,54.567,54.201,71.149,76.872,84.274
67.66,61.251,60.03,59.297,54.598,54.231,71.149,76.872,84.274
67.598,61.19,60.06,59.297,54.689,54.323,71.149,76.872,84.274
67.782,61.373,60.03,59.359,54.567,54.201,71.149,76.872,84.274
67.721,61.251,60.03,59.267,54.628,54.201,71.149,76.872,84.274
67.66,61.19,59.969,59.359,54.506,54.17,71.149,76.872,84.274
67.629,61.22,60.244,59.603,54.506,54.201,71.149,76.872,84.274
67.629,61.22,60.03,59.297,54.75,54.323,71.149,76.872,84.274
67.598,61.251,60.06,59.267,54.567,54.231,71.149,76.872,84.274
67.782,61.312,60.06,59.297,54.445,54.048,71.149,76.872,84.274
67.568,61.19,60.03,59.389,54.598,54.231,71.149,76.872,84.274
67.751,61.251,59.999,59.236,54.689,54.292,71.149,76.872,84.274
67.69,61.22,59.999,59.267,54.445,54.14,71.149,76.872,84.274
67.629,61.22,60.03,59.297,54.323,53.957,71.149,76.872,84.274
67.629,61.251,60.06,59.267,54.598,54.201,71.149,76.872,84.274
67.568,61.19,59.999,59.297,54.506,54.17,71.149,76.872,84.274
67.66,61.251,60.03,59.297,54.506,54.14,71.149,76.872,84.274
67.69,61.251,59.969,59.297,54.567,54.201,71.149,76.872,84.274
67.66,61.22,60.03,59.389,54.567,54.17,71.149,76.872,84.274
67.66,61.22,59.999,59.267,54.659,54.231,71.149,76.872,84.274
67.66,61.22,59.999,59.297,54.567,54.14,71.149,76.872,84.274
67.629,61.22,59.969,59.267,54.567,54.201,71.149,76.872,84.274
67.66,61.251,60.03,59.359,54.659,54.231,71.149,76.872,84.274
67.629,61.22,59.999,59.297,54.598,54.201,71.149,76.872,84.274
67.629,61.19,59.969,59.236,54.628,54.231,71.149,76.872,84.274
67.751,61.373,60.06,59.359,54.567,54.17,71.149,76.872,84.274
67.568,61.129,60.06,59.359,54.567,54.201,71.149,76.872,84.274
67.66,61.251,59.999,59.328,54.598,54.201,71.149,76.872,84.274
67.66,61.22,59.999,59.328,54.567,54.17,71.149,76.872,84.274
67.66,61.19,59.999,59.267,54.537,54.14,71.149,76.872,84.274
67.66,61.22,60.03,59.328,54.598,54.231,71.149,76.872,84.274
67.598,61.19,59.999,59.236,54.659,54.231,71.149,76.872,84.274
67.69,61.251,59.969,59.297,54.537,54.14,71.149,76.872,84.274
67.598,61.159,59.969,59.206,54.659,54.292,71.149,76.872,84.274
67.598,61.159,59.999,59.328,54.628,54.231,71.149,76.872,84.274
67.69,61.22,60.03,59.297,54.842,54.384,71.149,76.872,84.274
67.69,61.251,59.999,59.267,54.598,54.231,71.149,76.872,84.274
67.629,61.19,59.999,59.267,54.659,54.231,71.149,76.872,84.274
67.69,61.22,60.03,59.267,54.659,54.292,71.149,76.872,84.274
67.782,61.281,60.06,59.389,54.628,54.231,71.149,76.872,84.274
67.812,61.312,60.091,59.328,54.598,54.231,71.149,76.872,84.274
67.598,61.159,60.03,59.297,54.628,54.201,71.149,76.872,84.274
67.598,61.19,59.969,59.328,54.537,54.109,71.149,76.872,84.274
67.629,61.19,60.03,59.297,54.628,54.231,71.149,76.872,84.274
67.629,61.19,60.03,59.328,54.537,54.201,71.149,76.872,84.274
67.629,61.19,60.03,59.297,54.628,54.201,71.149,76.872,84.274
67.598,61.19,60.03,59.328,54.567,54.109,71.149,76.872,84.274
67.69,61.22,60.06,59.328,54.567,54.201,71.149,76.872,84.274
67.66,61.19,59.999,59.328,54.598,54.201,71.149,76.872,84.274
67.751,61.281,60.06,59.359,54.598,54.201,71.149,76.872,84.274
67.598,61.159,59.999,59.297,54.598,54.201,71.149,76.872,84.274
67.629,61.251,59.999,59.359,54.598,54.262,71.149,76.872,84.274
67.629,61.19,59.999,59.297,54.598,54.201,71.149,76.872,84.274
67.629,61.19,60.03,59.359,54.628,54.262,71.149,76.872,84.274
67.69,61.22,60.03,59.297,54.598,54.201,71.149,76.872,84.274
67.629,61.22,60.03,59.328,54.567,54.17,71.149,76.872,84.274
67.446,61.007,59.908,59.236,54.598,54.17,71.149,76.872,84.274
67.537,61.098,59.938,59.267,54.628,54.262,71.149,76.872,84.274
67.721,61.281,60.03,59.328,54.628,54.262,71.149,76.872,84.274
67.66,61.22,60.06,59.389,54.567,54.231,71.149,76.872,84.274
67.568,61.22,59.999,59.359,54.659,54.262,71.149,76.872,84.274
67.66,61.251,60.03,59.297,54.689,54.262,71.149,76.872,84.274
67.66,61.22,60.06,59.359,54.598,54.17,71.149,76.872,84.274
67.751,61.312,60.06,59.42,54.659,54.231,71.149,76.872,84.274
67.537,61.129,59.938,59.236,54.598,54.231,71.149,76.872,84.274
67.629,61.22,59.999,59.297,54.506,54.231,71.149,76.872,84.274
67.568,61.159,59.969,59.297,54.598,54.17,71.149,76.872,84.274
67.598,61.22,59.999,59.328,54.598,54.201,71.149,76.872,84.274
67.66,61.251,60.06,59.328,54.659,54.231,71.149,76.872,84.274
67.568,61.19,59.938,59.236,54.659,54.262,71.149,76.872,84.274
67.782,61.373,60.091,59.389,54.567,54.17,71.149,76.872,84.274
67.751,61.342,60.091,59.359,54.628,54.17,71.149,76.872,84.274
67.568,61.22,59.969,59.297,54.598,54.231,71.149,76.872,84.274
67.629,61.22,60.03,59.359,54.598,54.17,71.149,76.872,84.274
67.69,61.281,60.06,59.359,54.537,54.17,71.149,76.872,84.274
67.66,61.251,60.03,59.328,54.598,54.17,71.149,76.872,84.274
67.568,61.19,59.969,59.297,54.628,54.231,71.149,76.872,84.274
67.598,61.19,59.938,59.236,54.598,54.17,71.149,76.872,84.274
67.721,61.281,60.06,59.359,54.659,54.231,71.149,76.872,84.274
67.629,61.22,59.969,59.297,54.598,54.201,71.149,76.872,84.274
67.66,61.251,59.999,59.328,54.598,54.201,71.149,76.872,84.274
67.629,61.19,59.969,59.297,54.659,54.292,71.149,76.872,84.274
67.751,61.403,60.06,59.175,54.628,54.201,71.149,76.872,84.274
67.66,61.22,59.969,59.175,54.567,54.17,71.149,76.872,84.274
67.568,61.251,59.999,59.297,54.598,54.17,71.149,76.872,84.274
67.568,61.19,60.03,59.359,54.567,54.14,71.149,76.872,84.274
67.568,61.19,60.03,59.45,54.537,54.14,71.149,76.872,84.274
67.66,61.19,59.969,59.359,54.537,54.14,71.149,76.872,84.274
67.782,61.312,60.06,59.389,54.72,54.262,71.149,76.872,84.274
67.629,61.22,60.06,59.389,54.628,54.262,71.149,76.872,84.274
67.598,61.19,59.999,59.359,54.781,54.292,71.149,76.872,84.274
67.721,61.312,60.06,59.359,54.537,54.14,71.149,76.872,84.274
67.507,61.159,59.938,59.297,54.598,54.201,71.149,76.872,84.274
67.629,61.22,59.999,59.297,54.628,54.231,71.149,76.872,84.274
67.629,61.22,59.999,59.328,54.659,54.262,71.149,76.872,84.274
67.69,61.281,59.999,59.359,54.659,54.262,71.149,76.872,84.274
67.537,61.19,59.999,59.297,54.567,54.201,71.149,76.872,84.274
67.69,61.281,60.06,59.359,54.598,54.17,71.149,76.872,84.274
67.629,61.22,59.969,59.389,54.628,54.262,71.149,76.872,84.274
67.537,61.159,59.969,59.359,54.598,54.201,71.149,76.872,84.274
67.629,61.251,60.091,59.42,54.567,54.17,71.149,76.872,84.274
67.66,61.251,60.06,59.389,54.689,54.262,71.149,76.872,84.274
67.568,61.159,59.999,59.328,54.506,54.17,71.149,76.872,84.274
67.629,61.22,59.999,59.359,54.598,54.231,71.149,76.872,84.274
67.66,61.251,60.03,59.42,54.659,54.231,71.149,76.872,84.274
67.629,61.22,60.03,59.359,54.567,54.201,71.114,76.872,84.274
67.629,61.22,59.999,59.359,54.567,54.17,71.114,76.872,84.274
67.629,61.251,60.06,59.359,54.659,54.201,71.114,76.872,84.274
67.629,61.281,60.06,59.389,54.567,54.231,71.114,76.872,84.274
67.598,61.22,59.999,59.328,54.659,54.262,71.114,76.872,84.274
67.598,61.251,59.999,59.328,54.567,54.201,71.114,76.872,84.274
67.629,61.251,60.06,59.297,54.353,54.048,71.114,76.872,84.274
67.66,61.281,59.999,59.328,54.628,54.231,71.114,76.872,84.274
67.598,61.22,59.969,59.328,54.537,54.17,71.114,76.872,84.274
67.66,61.251,60.03,59.297,54.598,54.231,71.114,76.872,84.274
67.629,61.22,59.969,59.42,54.598,54.14,71.114,76.872,84.274
67.69,61.251,60.06,59.359,54.598,54.201,71.114,76.872,84.274
67.629,61.251,60.06,59.297,54.598,54.201,71.114,76.872,84.274
67.598,61.251,59.999,59.328,54.598,54.201,71.114,76.872,84.274
67.629,61.22,60.06,59.359,54.598,54.231,71.114,76.872,84.274
67.598,61.251,60.03,59.328,54.537,54.109,71.114,76.872,84.274
67.598,61.251,59.999,59.328,54.598,54.201,71.114,76.872,84.274
67.629,61.251,59.999,59.359,54.628,54.231,71.114,76.872,84.274
67.568,61.19,59.999,59.328,54.628,54.201,71.114,76.872,84.274
67.69,61.312,60.06,59.359,54.598,54.17,71.114,76.872,84.274
67.66,61.281,60.03,59.359,54.537,54.17,71.114,76.872,84.274
67.568,61.22,59.999,59.297,54.628,54.201,71.114,76.872,84.274
67.598,61.19,59.908,59.267,54.628,54.201,71.114,76.872,84.274
67.598,61.22,59.969,59.328,54.598,54.231,71.114,76.872,84.274
67.598,61.22,59.999,59.328,54.598,54.231,71.114,76.872,84.274
67.782,61.342,60.03,59.359,54.506,54.14,71.114,76.872,84.274
67.537,61.19,59.969,59.297,54.689,54.323,71.114,76.872,84.274
67.66,61.22,59.969,59.328,54.567,54.17,71.114,76.872,84.274
67.66,61.281,60.03,59.359,54.628,54.262,71.114,76.872,84.274
67.598,61.251,59.969,59.267,54.659,54.231,71.114,76.872,84.274
67.66,61.251,59.969,59.328,54.506,54.079,71.114,76.872,84.274
67.598,61.19,59.969,59.297,54.659,54.292,71.114,76.872,84.274
67.537,61.19,59.938,59.267,54.567,54.17,71.114,76.872,84.274
67.476,61.129,59.908,59.297,54.567,54.201,71.114,76.872,84.274
67.66,61.251,59.999,59.297,54.567,54.17,71.114,76.872,84.274
67.537,61.22,59.938,59.328,54.598,54.292,71.114,76.872,84.274
67.629,61.22,59.999,59.389,54.72,54.262,71.114,76.872,84.274
67.598,61.22,59.999,59.359,54.628,54.201,71.114,76.872,84.274
67.69,61.281,59.999,59.328,54.537,54.201,71.114,76.872,84.274
67.568,61.22,59.969,59.267,54.628,54.201,71.114,76.872,84.274
67.721,61.312,60.06,59.481,54.628,54.231,71.114,76.872,84.274
67.537,61.19,59.999,59.328,54.598,54.201,71.114,76.872,84.274
67.598,61.159,59.938,59.328,54.598,54.17,71.114,76.872,84.274
67.598,61.22,59.969,59.389,54.506,54.17,71.114,76.872,84.274
67.598,61.251,59.999,59.328,54.628,54.231,71.114,76.872,84.274
67.537,61.159,59.938,59.297,54.537,54.14,71.114,76.872,84.274
67.629,61.22,59.999,59.328,54.537,54.14,71.114,76.872,84.274
67.69,61.251,59.999,59.389,54.567,54.17,71.114,76.872,84.274
67.537,61.19,59.938,59.297,54.628,54.262,71.114,76.872,84.274
67.66,61.251,60.03,59.389,54.72,54.292,71.114,76.872,84.274
67.598,61.19,59.969,59.328,54.75,54.353,71.114,76.872,84.274
67.598,61.281,60.03,59.359,54.567,54.17,71.114,76.872,84.274
67.69,61.281,59.938,59.297,54.659,54.262,71.114,76.872,84.274
67.476,61.098,59.999,59.633,54.567,54.17,71.114,76.872,84.274
67.385,61.159,60.03,59.42,54.72,54.262,71.114,76.872,84.274
67.66,61.19,60.03,59.389,54.659,54.231,71.114,76.872,84.274
67.69,61.251,60.03,59.328,54.628,54.262,71.114,76.872,84.274
67.721,61.312,60.03,59.359,54.476,54.048,71.114,76.872,84.274
67.537,61.251,59.938,59.267,54.72,54.415,71.114,76.872,84.274
67.721,61.281,59.999,59.359,54.689,54.292,71.114,76.872,84.274
67.598,61.19,59.938,59.297,54.415,54.048,71.114,76.872,84.274
67.598,61.22,59.877,59.236,54.628,54.109,71.114,76.872,84.274
67.69,61.281,59.999,59.328,54.689,54.292,71.114,76.872,84.274
67.537,61.22,59.969,59.328,54.598,54.201,71.114,76.872,84.274
67.629,61.251,59.938,59.328,54.659,54.262,71.114,76.872,84.274
67.568,61.159,59.938,59.297,54.628,54.201,71.114,76.872,84.274
67.598,61.19,59.969,59.328,54.628,54.262,71.114,76.872,84.274
67.537,61.22,59.938,59.267,54.537,54.201,71.114,76.872,84.274
67.568,61.19,59.938,59.267,54.659,54.292,71.114,76.872,84.274
67.568,61.281,59.969,59.328,54.659,54.262,71.114,76.872,84.274
67.537,61.22,59.938,59.359,54.628,54.262,71.114,76.872,84.274
67.568,61.251,59.938,59.297,54.567,54.17,71.114,76.872,84.274
67.598,61.281,59.969,59.267,54.659,54.262,71.114,76.872,84.274
67.537,61.19,59.969,59.267,54.811,54.384,71.114,76.872,84.274
67.537,61.19,59.969,59.267,54.598,54.201,71.114,76.872,84.274
67.568,61.19,59.938,59.297,54.598,54.201,71.114,76.872,84.274
67.568,61.251,59.969,59.297,54.598,54.231,71.114,76.872,84.274
67.537,61.159,59.969,59.297,54.567,54.201,71.114,76.872,84.274
67.629,61.281,59.938,59.297,54.628,54.231,71.114,76.872,84.274
67.568,61.22,59.969,59.328,54.659,54.292,71.114,76.872,84.274
67.568,61.22,59.969,59.267,54.598,54.201,71.114,76.872,84.274
67.507,61.19,59.969,59.328,54.628,54.262,71.114,76.872,84.274
67.598,61.251,59.969,59.267,54.567,54.201,71.114,76.872,84.274
67.537,61.251,59.969,59.267,54.567,54.201,71.114,76.872,84.274
67.598,61.22,60.03,59.297,54.598,54.262,71.114,76.872,84.274
67.598,61.251,60.03,59.328,54.567,54.201,71.114,76.872,84.274
67.598,61.22,59.999,59.297,54.567,54.201,71.114,76.872,84.274
67.537,61.19,59.938,59.267,54.506,54.17,71.114,76.872,84.274
67.568,61.22,60.03,59.359,54.537,54.14,71.114,76.872,84.274
67.598,61.22,59.999,59.297,54.628,54.231,71.114,76.872,84.274
67.598,61.22,59.969,59.297,54.567,54.201,71.114,76.872,84.274
67.507,61.22,59.969,59.328,54.415,54.079,71.114,76.872,84.274
67.446,61.068,59.908,59.206,54.628,54.292,71.114,76.872,84.274
67.568,61.19,59.969,59.328,54.598,54.231,71.114,76.872,84.274
67.66,61.22,59.999,59.267,54.567,54.201,71.114,76.872,84.274
67.537,61.159,59.969,59.297,54.567,54.201,71.114,76.872,84.274
67.537,61.19,59.969,59.359,54.598,54.262,71.114,76.872,84.274
67.598,61.281,59.999,59.359,54.628,54.262,71.114,76.872,84.274
67.507,61.159,59.938,59.297,54.628,54.262,71.114,76.872,84.274
67.507,61.129,59.969,59.267,54.598,54.262,71.114,76.872,84.274
67.66,61.281,60.06,59.328,54.567,54.201,71.114,76.872,84.274
67.446,61.129,59.908,59.267,54.567,54.262,71.114,76.872,84.274
67.629,61.22,60.03,59.297,54.628,54.262,71.114,76.872,84.274
67.507,61.159,59.969,59.297,54.598,54.201,71.114,76.872,84.274
67.476,61.159,59.969,59.297,54.598,54.231,71.114,76.872,84.274
67.598,61.19,59.969,59.297,54.537,54.17,71.114,76.872,84.274
67.629,61.251,59.969,59.297,54.628,54.201,71.114,76.872,84.274
67.598,61.22,59.938,59.328,54.567,54.201,71.114,76.872,84.274
67.507,61.22,59.908,59.297,54.659,54.292,71.114,76.872,84.274
67.598,61.251,59.999,59.328,54.598,54.201,71.114,76.872,84.274
67.537,61.22,59.999,59.297,54.567,54.201,71.114,76.872,84.274
67.629,61.281,60.03,59.328,54.628,54.262,71.114,76.872,84.274
67.568,61.251,59.938,59.297,54.537,54.17,71.114,76.872,84.274
67.568,61.22,59.999,59.297,54.689,54.323,71.114,76.872,84.274
67.629,61.312,59.999,59.297,54.659,54.262,71.114,76.872,84.274
67.69,61.373,60.121,59.42,54.689,54.262,71.114,76.872,84.274
67.751,61.373,60.06,59.297,54.445,54.17,71.114,76.872,84.274
67.598,61.312,60.03,59.297,54.598,54.17,71.114,76.872,84.274
67.507,61.159,59.969,59.297,54.659,54.262,71.114,76.872,84.274
67.568,61.251,60.06,59.297,54.567,54.201,71.114,76.872,84.274
67.537,61.19,59.999,59.267,54.628,54.262,71.114,76.863,84.23
67.568,61.251,60.03,59.328,54.628,54.201,71.114,76.863,84.23
67.812,61.434,60.091,59.297,54.659,54.292,71.114,76.863,84.23
67.721,61.373,60.06,59.359,54.598,54.231,71.114,76.863,84.23
67.537,61.159,59.999,59.267,54.567,54.17,71.114,76.863,84.23
